model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,notes
olmo2:7b,CAO7255,B,B,0.95,"{""V"": 0.2, ""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",0.77,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 4 May 2023, the military forces (Rapid Intervention) ambushed Boko Haram (JAS) (likely) militants in the deserted village of Zize, coded to Kolofata (Kolofata, Mayo-Sava, Extreme-Nord). 1 militant was killed."
olmo2:7b,CAO10317,B,B,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.02, ""S"": 0.0}",0.78,Military Forces of Cameroon (1982-),"On 27 April 2023, state security forces, coded as military, clashed with Ambazonian Separatists at an informal checkpoint, in Wainamah (Bui, Nord-Ouest). Three Ambazonian Separatists were injured and one of them subsequently died from the wound."
olmo2:7b,CAO8323,S,R,0.9,"{""P"": 0.2, ""R"": 0.8}",0.55,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: Around 22 December 2023 (as reported), Boko Haram (JAS) (likely) militants looted 1 motorbike and various belongings in Gui-Kolofata, coded to Kolofata (Kolofata, Mayo-Sava, Extreme-Nord)."
olmo2:7b,CAO11535,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.1}",0.77,Ambazonian Separatists (Cameroon),"On 29 May 2023, Ambazonian Separatists fired several gunshots to the air in Mile 4 Nkwen in Bamenda (Mezam, Nord-Ouest). State forces, coded as military, responded resulting in the retreat of the Ambazonian Separatists. Casualties unknown."
olmo2:7b,CAO5304,S,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.04, ""S"": 0.03}",0.72,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 8 July 2021, Boko Haram fighters wearing military fatigues looted a house in Darak town (Logone-et-Chari, Extreme-Nord), taking away 'equipment'."
olmo2:7b,CAO5949,E,E,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.9, ""P"": 0.05, ""R"": 0.03, ""S"": 0}",0.74,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 1 April 2022, an IED planted by suspected Boko Haram fighters detonated at the entrance of Sagme (Fotokol, Logone-et-Chari, Extreme-Nord), causing the injury of a woman and her child."
olmo2:7b,CAO3969,V,V,0.99,"{""V"": 0.85, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",0.72,Ambazonian Separatists (Cameroon),"On 4 November 2020, suspected Ambazonian separatist kidnapped 7 students on their way to school in Fundong town (Boyo, Nord-Ouest). All the hostages were retrieved shortly after, unharmed."
olmo2:7b,CAO9799,B,B,0.9,"{""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.02}",0.65,Military Forces of Cameroon (1982-),"On 18 October 2022, military forces ambushed and clashed with 3 Ambazonian Separatists who were at an informal vehicular checkpoint in Jikijem (Bui, Nord-Ouest). The forces captured one Separatist, but on their way to the Elak brigade, the captured fighter managed to escape. No casualties."
olmo2:7b,CAO4450,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.76,Military Forces of Cameroon (1982-),"Around 4 March 2021 (week of), the military forces launched an operation in Bui division, assumedly around Kumbo town, Jakiri subdivision (Bui, Nord-Ouest), killing at least 23 people, including 15 separatist fighters. Three soldiers were also killed."
olmo2:7b,CAO3791,S,R,0.9,"{""V"": 0.2, ""B"": 0.7, ""E"": 0.1, ""P"": 0.1, ""R"": 0.8}",0.71,Military Forces of Cameroon (1982-),"On 22 October 2020, the military forces burnt properties during a raid in Tadu town (Bui, Nord-Ouest)."
olmo2:7b,CAO15186,B,B,0.95,"{""V"": 0.2, ""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",0.77,Military Forces of Cameroon (1982-),"On 15 September 2024, the military forces clashed with suspected Ambazonian Separatists in Lobe Estate (Ekondo Titi, Ndian, Sud-Ouest). 2 Separatists were killed."
olmo2:7b,CAO7206,B,B,0.95,"{""V"": 0.05, ""B"": 0.85, ""E"": 0.05, ""P"": 0.03, ""R"": 0.01, ""S"": 0.0}",0.76,Military Forces of Cameroon (1982-),"On 5 April 2023, the Cameroonian military forces clashed with suspected Ambazonian separatists around Bafut (Bafut, Mezam, Nord-Ouest). At least 3 were killed and their bodies were displayed at Nforya Junction in Bafut."
olmo2:7b,CAO14603,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.1, ""P"": 0.1, ""R"": 0.0, ""S"": 0.0}",0.79,Ambazonian Separatists (Cameroon),"On 30 June 2024, Ambazonian Separatists beat and injured a commercial motorbike driver and abducted 4 suspected government officials in Bambui (Tubah, Mezam, Nord-Ouest). The Separatists looted the motorbike from the commercial motorbike driver and used it to transport the abducted. The motorbike was later found abandoned and recovered by the military forces."
olmo2:7b,CAO7007,V,V,0.99,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.76,Military Forces of Cameroon (1982-),"On 29 January 2023, suspected members of the Cameroonian military forces attacked traveling civilians on the Bamenda-Kumbo road, coded to Bamenda (Bamenda 1, Mezam, Nord-Ouest). 2 drivers were killed by the military. The victims were traveling to Jakiri when they were stopped by the soldiers."
olmo2:7b,CAO4315,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.76,Military Forces of Cameroon (1982-),"On 27 January 2021, the military forces opened fire on civilians during a raid in Pinyin village (Mezam, Nord-Ouest). No fatality and/or casualty reported."
olmo2:7b,CAO8133,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.74,Ambazonian Separatists (Cameroon),"Around 19 November 2023, suspected Ambazonian Separatist fighters killed a popular business man round Bamali (Ndop, Ngo-Ketunjia, Nord-Ouest). His body was found retrieved from the river with his hand tied behind his back and a swollen head."
olmo2:7b,CAO3713,V,V,0.99,"{""V"": 0.98, ""B"": 0.02, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.01}",0.75,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Around 24 September 2020 (week of), Boko Haram attacked Makoulahe village, one kilometer away from Kourgui village, in Mora subdivision (Mayo-Sava, Extreme-Nord), killing one person."
olmo2:7b,CAO14434,V,V,0.99,"{""V"": 0.85, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",0.74,Fulani Ethnic Militia (Cameroon),"On 11 May 2024, likely Fulani militia abducted a Muslim male civilian in Ngoh village in Ngun, coded to Ngun (Fungom, Menchum, Nord-Ouest). The militants extorted 250,000 Franc CFA from the victim and demanded an additional 500,000 Franc CFA for his release."
olmo2:7b,CAO3578,E,E,0.9,"{""V"": 0.1, ""B"": 0.05, ""E"": 0.85, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",0.74,Unidentified Armed Group (Cameroon),"On 14 August 2020, an explosive planted by unidentified men detonated in Mokolo market of Yaounde city (Mfoundi, Centre). Casualties unknown."
olmo2:7b,CAO12497,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",0.75,Ambazonian Separatists (Cameroon),"On 19 July 2023, Ambazonian Separatists abducted a civilian from his home in Nsih-O-Doh, Ndu commune, coded to Ndu (Donga-Mantung, Nord-Ouest), for reporting a man who impregnated his younger sister to the state security forces instead of them. No additional information."
olmo2:7b,CAO14206,B,B,0.95,"{""V"": 0.2, ""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",0.81,Military Forces of Cameroon (1982-),"On 30 April 2024, the military forces clashed with Ambazonian Separatists in Ikata (Muyuka, Fako, Sud-Ouest). 2 soldiers were killed, and 2 militants were wounded."
olmo2:7b,CAO15846,S,R,0.9,"{""R"": 0.8, ""S"": 0.1}",0.52,Ambazonian Separatists (Cameroon),"Looting: On 15 October 2024, Ambazonian Separatists extorted an unidentified amount of money from commercial vehicles, commercial motorbike riders, and passengers at an illegal checkpoint along the Squares - Shishong road in Kumbo (Kumbo, Bui, Nord-Ouest)."
olmo2:7b,CAO12465,S,P,0.9,"{""V"": 0.2, ""B"": 0.1, ""E"": 0.05, ""P"": 0.8, ""R"": 0.05, ""S"": 0}",0.75,Military Forces of Cameroon (1982-),"Property destruction: On 24 July 2023, state security forces (coded as military) set ablaze the traditional house of a village in Belo commune, coded to Oku (Boyo, Nord-Ouest), which had been a secret shrine of 'Beng Aweh.' They also arrested some men, all, with the exception of two, were shortly released."
olmo2:7b,CAO8775,E,E,0.95,"{""V"": 0.2, ""B"": 0.7, ""E"": 0.8, ""P"": 0.1, ""R"": 0.0, ""S"": 0.0}",0.76,Unidentified Armed Group (Cameroon),"On 17 March 2024, an IED planted by an unidentified armed group detonated on military forces along the Zeleved - Dzamadzaf road, coded to Zelevet (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). There were no fatalities and 2 militants were injured."
olmo2:7b,CAO13652,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0}",0.76,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 13 April 2024, state security forces, coded as the military forces from the Rapid Intervention, beat and injured a dump truck driver and 2 other civilians on the main road in Mile 15 Buea (Buea, Fako, Sud-Ouest) after the dump truck blocked the road and delayed their convoy traveling to Buea center. There were no fatalities."
olmo2:7b,CAO6846,V,V,0.99,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.76,Military Forces of Cameroon (1982-),"On 17 December 2022, the Cameroonian military forces raided Yer village, coded to Kumbo (Kumbo, Bui, Nord-Ouest) leading to the death of 3 civilians. The soldiers set fire to at least 10 houses."
olmo2:7b,CAO8642,S,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.73,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: Around 20 February 2024 (as reported), suspected ISWAP or Boko Haram militants looted piles of sorghum collected by farmers on fields near Waza (Waza, Logone-et-Chari, Extreme-Nord)."
olmo2:7b,CAO13016,E,E,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.9, ""P"": 0.05, ""R"": 0.03, ""S"": 0}",0.75,Ambazonian Separatists (Cameroon),"On 23 February 2024, an IED planted by Ambazonian Separatists detonated on the military forces in Bamenda - Mankon (Bamenda 2, Mezam, Nord-Ouest). At least 6 soldiers were killed and their military vehicle was damaged."
olmo2:7b,CAO15276,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",0.73,Ambazonian Separatists (Cameroon),"On 13 August 2024, Ambazonian Separatists from the Restoration Forces faction abducted a civilian from his private residence in Ndissi (Tombel, Kupe-Manenguba, Sud-Ouest). The Separatists accused him of collaborating with security forces."
olmo2:7b,CAO12645,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.77,Military Forces of Cameroon (1982-),"On 15 January 2022, Ambazonian separatists and the military engaged in an armed clash at Total gas station in Bamunka near Bamenda (Bamenda 1, Mezam, Nord-Ouest). Three civilians were killed in the crossfire."
olmo2:7b,CAO15554,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.05, ""R"": 0.02, ""S"": 0.04}",0.76,Ambazonian Separatists (Cameroon),"On 20 September 2024, Ambazonian Separatists from the ADF faction abducted 3 commercial motorbike riders along the road in Fossimondi (Wabane, Lebialem, Sud-Ouest), accusing the riders of defying the Separatist-imposed lockdown against school resumption and collaborating with the security forces."
olmo2:7b,CAO9215,B,B,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.02, ""S"": 0.0}",0.8,Military Forces of Cameroon (1982-),"On 26 February 2023, the State security forces, coded as the military forces clashed with Ambazonian Separatists in Lower Pinyin, coded to Pinyin (Santa, Mezam, Nord-Ouest). 1 Separatists and 1 civilian were killed. 4 civilians were arrested."
olmo2:7b,CAO13505,S,R,0.9,"{""R"": 0.8, ""S"": 0.1}",0.53,Ambazonian Separatists (Cameroon),"Looting: On 10 April 2024, Ambazonian Separatists from the Restoration Forces faction extorted money from commercial motorbike riders and their passengers in Bulu Camp (Mundemba, Ndian, Sud-Ouest) on their way to the market and farms."
olmo2:7b,CAO14983,V,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0}",0.75,Ambazonian Separatists (Cameroon),"On 28 July 2024, Ambazonian Separatists shot and injured a government official in her leg at a local church in Elak (Oku, Bui, Nord-Ouest) before the military forces intervened (coded as a separate event)."
olmo2:7b,CAO11012,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.77,Military Forces of Cameroon (1982-),"On 4 February 2024, the military engaged in a firefight with Boko Haram (JAS) (likely) militants in Geldavi (Koza, Mayo-Tsanaga, Extreme-Nord) as militants robbed civilians of foodstuffs, livestock, valuables and four motorcycles. Casualties unknown."
olmo2:7b,CAO4525,B,B,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",0.7,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 4 April 2021, Boko Haram fighters attacked and tortured a group of local vigilance militiamen in Mahoula village, Mora subdivision (Mayo-Sava, Extreme-Nord), killing two of them."
olmo2:7b,CAO13826,S,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.1, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.73,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 21 June 2024, Boko Haram (JAS) (likely) militants looted bikes, motorbikes, plates, and food items from farmers in Maloumri (Kolofata, Mayo-Sava, Extreme-Nord). The militants withdrew when the military forces from the Rapid Intervention arrived."
olmo2:7b,CAO4885,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.77,Military Forces of Cameroon (1982-),"On 3 May 2021, the military forces raided Tadu and Mbiim villages, Kumbo subdivision (Bui, Nord-Ouest). They shot and injured one civilian in Mbiim."
olmo2:7b,CAO3160,S,B,0.9,"{""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.0}",0.67,Ambazonian Separatists (Cameroon) Restoration Forces,"On 6 April 2020, the Southern Cameroon Restoration Forces attacked the council building in Ndu town (Donga-Mantung, Nord-Ouest), partly burning the building."
olmo2:7b,CAO12122,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",0.74,Military Forces of Cameroon (1982-),"On 13 August 2023, state security forces, coded as the military forces, shot and killed 1 Ambazonian Separatist and left his body along the Kumba - Mamfe road in Kurume (Konye, Meme, Sud-Ouest). They had arrested the Separatist over a year ago."
olmo2:7b,CAO14016,V,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.05}",0.57,Ambazonian Separatists (Cameroon),"On 18 May 2024, Ambazonian Separatists kidnapped a commercial motorcycle rider along the main road of Lassin (Noni, Bui, Nord-Ouest). They also seized four motorcycles, including three from other riders. The kidnapped rider was released after paying an unspecified amount of money as ransom. He was accused of violating a lockdown against the National Day celebrations."
olmo2:7b,CAO6455,B,B,0.9,"{""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.02}",0.67,Military Forces of Cameroon (1982-) Gendarmerie,"On 5 August 2022, the Kousseri gendarmerie clashed with unidentified armed group (bandits) in Kousseri ((Kousseri, Logone-et-Chari, Extreme-Nord). The armed bandits were specialized in motorbike theft. The gendarmeries were able to recover a motorbike belonging to a gendarme officer and to aid organization CODAS CARITAS. Unknown fatalities."
olmo2:7b,CAO5921,S,S,0.9,"{""P"": 0.1, ""R"": 0.05, ""S"": 0.8}",0.58,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Around 14 March 2022 (from 13 - 15 March), 163 Boko Haram (JAS) (likely) fighters handed themselves to the military in Kolofata (Kolofata, Mayo-Sava)."
olmo2:7b,CAO13426,V,V,0.99,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0}",0.77,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Around 11 May 2024 (as reported), suspected Boko Haram (JAS) (likely) militants slit the throats, shot and killed 4 civilians in the bush in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). The bodies and a head of a victim were found by the self-defence militia."
olmo2:7b,CAO10957,B,V,0.95,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",0.74,Military Forces of Cameroon (1982-),"On 22 December 2023, the military forces shot to death five Ambazonian Separatists at a vehicle checkpoint in Bwabwa (Bum, Boyo, Nord-Ouest)."
olmo2:7b,CAO6620,S,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.75,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 27 September 2022, suspected Boko Haram (JAS) (likely) fighters looted a broken-down civilian vehicle in Goumouldi (Kolofata, Mayo-Sava, Extreme-Nord). Food and other civilian items were stolen."
olmo2:7b,CAO14633,S,E,0.95,"{""E"": 0.8, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",0.65,Military Forces of Cameroon (1982-),"Defusal: On 26 June 2024, the security forces, coded as the military forces, defused an IED planted by the Ambazonian Separatists from the ADF faction in Kendem (Upper Bayang, Manyu, Sud-Ouest) after being alerted by motorbike riders of the Separatist presence."
olmo2:7b,CAO4493,V,V,0.99,"{""V"": 0.85, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",0.73,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 24 March 2021, Boko Haram fighters ambushed a civilian on the road from Zanga to Djebrili village, Mayo Moskota subdivision (Mayo-Tsanaga, Extreme-Nord). They took away his motorbike."
olmo2:7b,CAO5127,V,V,0.99,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.72,Military Forces of Cameroon (1982-),"On 24 April 2021, the military forces opened fire on a local NGO car at a checkpoint in Mamfe town (Manyu, Sud-Ouest), injuring two staff members of the NGO."
olmo2:7b,CAO9051,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.76,Military Forces of Cameroon (1982-),"On 23 May 2022, military forces killed a man at the Finance Junction in Bamenda city (Bamenda 1, Mezam, Nord-Ouest). Locals in the early hours of the morning discovered the dead body dumped by the road."
olmo2:7b,CAO3199,B,B,0.95,"{""V"": 0.05, ""B"": 0.85, ""E"": 0.02, ""P"": 0.01, ""R"": 0.02, ""S"": 0.01}",0.76,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 20 April 2020, the military's rapid intervention battalion ambushed Boko Haram fighters on the Maloumri-Amchide road, in Kolofata subdivision (Mayo-Sava, Extreme-Nord), killing 3 and arresting 3 others."
