event_id_cnty,notes,gold_label,gold_label_full,actor_type,actor_norm,actor_norm
CAO8160,"Looting: Around 25 November 2023, a military engineer looted a shop in Yaounde (Yaounde 1, Mfoundi, Centre). He was caught after a CCTV caught him in action. He had stolen a small-sized woofer speaker.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO3315,"On 1 June 2020, Boko Haram attacked Kordo village (Mayo-Sava, Extreme-Nord), injuring one person and taking away goods.",V,Violence against civilians,non-state,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO11331,"On 19 January 2024, Ambazonian Separatists abducted a male teacher from his vehicle in Nkwen (Bamenda - Nkwen, Bamenda 3, Mezam, Nord-Ouest).",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO12120,"On 13 August 2023, state security forces, coded as military forces, shot and killed a suspected Ambazonian Separatist in Nkundu quarter in Njenka (Balikumbat, Ngo-Ketunjia, Nord-Ouest) and left his body by the road. He had been arrested earlier from his private residence after a tip-off.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO2867,"On 20 January 2020, the military forces attacked the village of Babessi, in Balikumbat subdivision (Ngo-ketunjia, Nord-Ouest), and set fire to several houses.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO11881,"On 26 September 2023, Ambazonian Restoration Forces shot and killed a civilian at his house in Mbakem (Manyu, Sud-Ouest) accusing him of collaboration with the government forces in identifying Ambazonian hideouts in Eyumodjock subdivision.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO14855,"On 9 September 2024, students and parents protested at Lycee de Moutouroua in Moutouroua (Moutourwa, Mayo-Kani, Extreme-Nord) to demand for the immediate removal of the school principal. The protesters accused the principal of mismanagement and failing to address their dissatisfaction on the principal's leadership style.",P,Protests,non-state,Protesters (Cameroon),Protesters/Rioters/Civilians
CAO12454,"On 26 July 2023, Ambazonian Separatists from the Restoration Forces ambushed state security forces (coded as military) in Ikata (Fako, Sud-Ouest). Casualties unknown.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3437,"Around 1 July 2020 (between 28 June - 4 July), the military forces staged a 7-day military operation dubbed 'NgokeBui' against Ambazonian separatists camps in Ngo-ketunjia and Bui (Bui, Nord-Ouest) departments. It included the Ebal, Verkei, Ngebsiba, Oku in Ndum, Njikijem, Elak, Njotim, Tadu, Bim and Kumbo central villages. Due to severe rain the separatists were alerted to the military's presence and fled before they arrived, but in some cases separatists stayed and engaged in armed clashes, that resulted in a total of 17 separatists and one soldier killed. Fatalities split across 5 events.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO5288,"On 4 July 2021, the military forces shot and killed one person at Below-Foncha neighborhood of Bamenda town, Bamenda 1 subdivision (Mezam, Nord-Ouest). The army later released a statement saying that they later found out that the victim was an Ambazonian separatist.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO3573,"On 13 August 2020, the military forces ambushed and arrested three Ambazonian separatists in their camp in Muyuka town (Fako, Sud-Ouest). The three arrested reportedly killed an alleged government informant days ago.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6299,"Non-violent activity: On 16 July 2022, Gendarmes from the Jakiri Brigade collected more than 60 ID cards in Jakiri town (Jakiri, Bui, Nord-Ouest) and asked civilians to pay 10,000Frs to have their ID cards returned.",S,Strategic developments,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO10619,"On 11 May 2023, state security forces (coded as military) engaged in an armed confrontation with Ambazonian Separatists in Ngvuinkei 2, Kumbo commune, coded to Kumbo (Bui, Nord-Ouest). 1 Separatist was killed, 1 female civilian was injured by a stray bullet, and more than 10 soldiers were injured with 'some feared dead.' About 24 houses were set on fire, and many other shops looted by the military during the confrontation. Fatalities coded as 1.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO8945,"On 25 July 2022, military forces ambushed Ambazonian separatists at their checkpoint and engaged them in an armed clash in Mbei (Santa, Mezam, Nord-Ouest). One separatist was killed.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13829,"Looting: Around 18 June 2024 (as reported), ISWAP or Boko Haram militants looted tables, benches, and boards from a primary school in Tchahack (Chahack) (Darak, Logone-et-Chari, Extreme-Nord).",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO7761,"Around 9 September 2023, the military forces (Rapid Intervention) clashed with the Biafra Nations League in Abana, coded to Isangele (Isangele, Ndian, Sud-Ouest). Casualties unknown. The operation coordinator of BNL (Black Marines faction) told his militants to retreat from Abana.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO12212,"On 5 August 2023, state security forces (coded as military) arrested 25 civilians in Mundemba (Ndian, Sud-Ouest) for lack of identification documents.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO8782,"On 1 July 2022, suspected Ambazonian Separatist fighters clashed with the military forces in Bambui (Tubah, Mezam, Nord-Ouest). There were no fatalities.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO12794,"Property destruction: On 18 March 2022, suspected military forces burnt down 2 shops in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest) for failing to open their stores on Mondays. The Ambazonian Separatist fighters had imposed lockdown Mondays.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4200,"Defusal: On 7 January 2021, the military forces successfully defused an IED that residents retrieved at a newspaper kiosk in Kumba town (Ndian, Sud-Ouest). The IED was presumably planted by Ambazonian Separatists. No fatality and/or casualty reported.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO12261,"On 23 September 2023, soldiers from the Rapid Intervention Battalion engaged in an armed confrontation with Ambazonian Separatists in Numben (Momo, Nord-Ouest). One civilian who had been abducted by the Separatists was killed, two civilians were injured, and two collapsed (no further information) due to the gunfire. More than five houses were also burned.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO13115,"On 20 March 2024, Ambazonian Separatists from the Restoration Forces faction clashed with the military forces from the Rapid Intervention in Bombe Bakundu (Kumba 3, Meme, Sud-Ouest) during an operation to dislodge Separatists hideouts. 1 Separatist was killed. The military forces recovered a weapon.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO6152,"On 10 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed 2 civilians in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4535,"On 7 April 2021, suspected Ambazonian separatists kidnapped 3 nurses at a hospital in Shisong neighborhood of Kumbo town, Jakiri subdivision (Bui, Nord-Ouest). They accused them of allowing a fighter to die, after being poisoned.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO6743,"On 17 November 2022, military forces tortured two students at GTHS Nkwen in Nkwen (Bamenda - Nkwen, Mezam, Nord-Ouest), leaving one of them unconscious. This happened after one of the students, upon entering the campus, refused to have his hair shaved by the discipline master who was shaving other students. Other students at the school began to riot by destroying school property and throwing rocks, leaving one soldier injured (coded separately).",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO3485,"On 17 July 2020, an Ambazonian separatists commander publicly executed two of his fighters in Babessi town (Ngo-ketunjia, Nord-Ouest) for killing the Prince of Babessi.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO13233,"On 27 March 2024, a mob armed with melee weapons beat and killed 1 civilian at a private residence in Menji (Wabane, Lebialem, Sud-Ouest). 1 civilian was severely injured. The mob accused the victims of stealing four bags of cocoa. The military forces from the Rapid Intervention intervened and arrested the injured civilian.",R,Riots,non-state,Rioters (Cameroon),Protesters/Rioters/Civilians
CAO15348,"On 23 August 2024, security forces, coded as the military forces beat and injured 3 civilians along the main road in Fundong (Fundong, Boyo, Nord-Ouest), accusing the civilians of indecent dressing.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13569,"Around 15 June 2024 (as reported), the military forces from the Rapid Intervention clashed with the Boko Haram (JAS) (likely) militants in Yazoulari (Kolofata, Mayo-Sava, Mayo-Sava). 2 militants were killed. No information on the injuries.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO9705,"On 23 June 2022, military forces shot and killed two male civilians in Ekombe Bonji (Kumba 1, Meme, Sud-Ouest).",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO8295,"Defusal: Around 27 December 2023 (as reported), the military forces (Rapid Intervention) defused an IED that was planted by an unidentified armed group on the road in Kumba (Ekondo Titi, Ndian, Sud-Ouest).",S,Strategic developments,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO2787,"On 1 January 2020, the military forces engaged in fire fight with Ambazonian separatists in Takou village, in Donga-Mantung department (Nord-Ouest) [coded: Nkambe, capital city of the department]. Four Ambazonian separatists were reportedly killed.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4955,"On 18 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Bwitingi village, Buea subdivision (Fako, Sud-Ouest). No fatality and/or casualty reported.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15247,"Looting: On 10 August 2024, gendarmerie forces broke into 8 civilian private residences and looted an unspecified amount of money and valuables in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) during an operation to dislodge Ambazonian Separatists from their hideouts.",S,Strategic developments,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO5011,"On 6 February 2021, the military forces raided Ngarum village, Ndu subdivision (Donga-Mantung, Nord-Ouest). They killed one civilians, beat up and extorted others.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO3881,"On 10 August 2020, Ambazonian separatists killed a teacher in Mile 4 Nkwen neighborhood of Bamenda town (Mezam, Nord-Ouest), for not respecting the Monday weekly ghost town.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
